Date,Open,High,Low,Close
12/29/2017,"2,684.75","2,698.25","2,667.75","2,676.00"
12/28/2017,"2,684.00","2,689.00","2,683.00","2,685.75"
12/27/2017,"2,687.50","2,691.00","2,681.50","2,685.50"
12/26/2017,"2,686.75","2,689.50","2,683.50","2,687.00"
12/22/2017,"2,686.75","2,691.50","2,682.25","2,686.00"
12/21/2017,"2,681.50","2,696.00","2,680.75","2,687.75"
12/20/2017,"2,684.75","2,695.50","2,679.00","2,681.50"
12/19/2017,"2,695.00","2,698.00","2,682.50","2,684.00"
12/18/2017,"2,683.00","2,698.00","2,682.50","2,694.50"
12/15/2017,"2,652.75","2,683.25","2,652.50","2,682.00"
12/14/2017,"2,668.50","2,673.50","2,651.75","2,656.00"
12/13/2017,"2,667.75","2,675.50","2,659.25","2,669.00"
12/12/2017,"2,666.00","2,673.00","2,663.25","2,667.75"
12/11/2017,"2,655.00","2,667.75","2,652.25","2,664.50"
12/08/2017,"2,642.25","2,655.25","2,640.25","2,654.00"
12/07/2017,"2,633.25","2,643.75","2,629.00","2,642.25"
12/06/2017,"2,626.75","2,634.50","2,620.00","2,629.25"
12/05/2017,"2,636.00","2,648.75","2,627.25","2,628.25"
12/04/2017,"2,654.50","2,665.25","2,633.75","2,638.25"
12/01/2017,"2,640.75","2,650.75","2,605.00","2,644.00"
11/30/2017,"2,625.00","2,658.50","2,621.75","2,647.90"
11/29/2017,"2,625.50","2,634.25","2,619.75","2,625.10"
11/28/2017,"2,602.25","2,627.00","2,597.50","2,626.00"
11/27/2017,"2,601.00","2,605.50","2,596.50","2,601.80"
11/24/2017,"2,596.00","2,603.00","2,594.25","2,601.00"
11/22/2017,"2,595.75","2,600.00","2,592.75","2,594.60"
11/21/2017,"2,582.00","2,600.50","2,579.25","2,596.30"
11/20/2017,"2,576.00","2,584.00","2,567.75","2,582.10"
11/17/2017,"2,584.25","2,586.00","2,574.75","2,576.30"
11/16/2017,"2,564.25","2,589.50","2,562.25","2,585.00"
11/15/2017,"2,576.75","2,577.00","2,555.50","2,565.10"
11/14/2017,"2,580.25","2,582.25","2,564.25","2,577.90"
11/13/2017,"2,580.25","2,585.50","2,570.25","2,581.90"
11/10/2017,"2,582.00","2,585.75","2,571.50","2,579.60"
11/09/2017,"2,591.25","2,594.50","2,563.25","2,583.90"
11/08/2017,"2,584.00","2,592.50","2,579.75","2,590.90"
11/07/2017,"2,587.75","2,593.50","2,580.75","2,586.80"
11/06/2017,"2,580.00","2,590.00","2,575.50","2,588.70"
11/03/2017,"2,577.50","2,585.50","2,573.50","2,582.70"
11/02/2017,"2,571.50","2,578.50","2,562.25","2,576.70"
11/01/2017,"2,572.75","2,585.50","2,571.00","2,574.80"
10/31/2017,"2,568.00","2,575.50","2,566.75","2,572.70"
10/30/2017,"2,575.50","2,578.25","2,565.50","2,568.30"
10/27/2017,"2,561.50","2,580.75","2,557.50","2,578.40"
10/26/2017,"2,559.50","2,565.00","2,555.50","2,561.60"
10/25/2017,"2,564.75","2,566.25","2,541.50","2,558.50"
10/24/2017,"2,562.50","2,570.25","2,562.25","2,567.30"
10/23/2017,"2,572.75","2,577.25","2,561.50","2,563.40"
