Date,Open,High,Low,Close
12/30/2022,"3,869.75","3,871.00","3,821.50","3,861.00"
12/29/2022,"3,811.00","3,882.75","3,806.25","3,871.75"
12/28/2022,"3,858.00","3,875.00","3,804.50","3,807.50"
12/27/2022,"3,878.00","3,900.50","3,837.25","3,855.00"
12/23/2022,"3,850.00","3,872.50","3,821.25","3,869.75"
12/22/2022,"3,915.00","3,919.75","3,788.50","3,849.25"
12/21/2022,"3,857.25","3,918.75","3,855.50","3,905.75"
12/20/2022,"3,842.75","3,866.50","3,803.50","3,849.25"
12/19/2022,"3,874.00","3,899.00","3,827.25","3,845.50"
12/16/2022,"3,920.00","3,934.50","3,855.25","3,879.00"
12/15/2022,"4,037.00","4,043.00","3,908.00","3,927.25"
12/14/2022,"4,054.50","4,090.75","3,997.00","4,030.75"
12/13/2022,"4,022.25","4,180.00","4,017.50","4,055.25"
12/12/2022,"3,965.75","4,026.00","3,956.00","4,025.00"
12/09/2022,"3,964.75","3,990.00","3,930.00","3,936.25"
12/08/2022,"3,935.75","3,977.25","3,916.00","3,965.75"
12/07/2022,"3,944.50","3,961.50","3,914.00","3,936.75"
12/06/2022,"4,005.75","4,014.75","3,921.50","3,945.00"
12/05/2022,"4,074.00","4,075.75","3,987.25","4,003.25"
12/02/2022,"4,077.50","4,085.50","4,006.75","4,075.50"
12/01/2022,"4,094.50","4,110.00","4,054.50","4,081.75"
11/30/2022,"3,962.25","4,093.50","3,942.75","4,081.25"
11/29/2022,"3,972.00","3,990.25","3,941.25","3,962.00"
11/28/2022,"4,020.25","4,024.00","3,960.25","3,970.25"
11/25/2022,"4,043.75","4,046.00","4,024.75","4,032.50"
11/23/2022,"4,010.00","4,039.50","4,002.00","4,033.00"
11/22/2022,"3,957.75","4,012.50","3,945.25","4,010.25"
11/21/2022,"3,972.50","3,982.00","3,937.50","3,958.00"
11/18/2022,"3,960.50","3,994.00","3,942.50","3,974.00"
11/17/2022,"3,977.25","3,990.25","3,912.50","3,955.25"
11/16/2022,"3,992.00","4,015.75","3,962.00","3,968.50"
11/15/2022,"3,974.75","4,050.75","3,960.00","3,999.50"
11/14/2022,"3,984.00","4,017.50","3,964.00","3,966.00"
11/11/2022,"3,973.00","4,009.75","3,951.00","4,000.25"
11/10/2022,"3,757.00","3,973.50","3,751.50","3,961.00"
11/09/2022,"3,832.50","3,848.75","3,750.00","3,755.50"
11/08/2022,"3,812.75","3,867.00","3,792.75","3,835.25"
11/07/2022,"3,750.00","3,821.75","3,738.25","3,815.25"
11/04/2022,"3,724.00","3,805.50","3,711.00","3,779.50"
11/03/2022,"3,766.75","3,782.50","3,704.25","3,727.75"
11/02/2022,"3,863.00","3,907.00","3,760.25","3,768.75"
11/01/2022,"3,884.00","3,928.00","3,852.50","3,866.00"
10/31/2022,"3,911.50","3,914.75","3,872.25","3,883.00"
10/28/2022,"3,798.25","3,924.25","3,776.75","3,911.25"
10/27/2022,"3,844.25","3,870.75","3,757.50","3,819.50"
10/26/2022,"3,841.00","3,897.50","3,824.25","3,841.00"
10/25/2022,"3,803.25","3,874.25","3,790.00","3,870.25"
10/24/2022,"3,771.00","3,822.00","3,736.50","3,809.25"
10/21/2022,"3,677.75","3,773.25","3,641.50","3,764.00"
10/20/2022,"3,708.00","3,748.00","3,666.25","3,675.25"
10/19/2022,"3,759.75","3,774.25","3,676.75","3,707.25"
10/18/2022,"3,706.25","3,777.25","3,697.25","3,732.75"
10/17/2022,"3,591.00","3,702.50","3,590.50","3,689.25"
10/14/2022,"3,680.25","3,733.75","3,591.25","3,597.50"
10/13/2022,"3,596.25","3,697.75","3,502.00","3,681.75"
10/12/2022,"3,607.00","3,635.25","3,585.50","3,588.50"
10/11/2022,"3,624.75","3,653.25","3,579.00","3,599.25"
10/10/2022,"3,638.75","3,667.50","3,600.00","3,625.25"
10/07/2022,"3,745.75","3,773.00","3,632.50","3,653.25"
