Date,Open,High,Low,Close
12/31/2018,"2,495.50","2,513.00","2,482.75","2,505.20"
12/28/2018,"2,491.50","2,523.00","2,472.75","2,486.00"
12/27/2018,"2,470.25","2,498.75","2,397.00","2,494.90"
12/26/2018,"2,348.50","2,477.75","2,313.00","2,470.90"
12/24/2018,"2,341.70","2,341.70","2,340.50","2,341.70"
12/21/2018,"2,485.00","2,508.00","2,409.25","2,413.50"
12/20/2018,"2,505.00","2,518.00","2,441.50","2,486.20"
12/19/2018,"2,532.00","2,592.00","2,489.50","2,504.40"
12/18/2018,"2,557.25","2,577.75","2,530.00","2,537.90"
12/17/2018,"2,555.70","2,555.70","2,533.50","2,555.70"
12/14/2018,"2,650.00","2,652.75","2,597.25","2,605.40"
12/13/2018,"2,657.25","2,675.25","2,641.25","2,649.40"
12/12/2018,"2,632.50","2,686.50","2,631.75","2,652.40"
12/11/2018,"2,644.00","2,678.00","2,621.25","2,641.20"
12/10/2018,"2,625.00","2,648.50","2,583.00","2,643.10"
12/07/2018,"2,694.25","2,709.75","2,623.25","2,636.00"
12/06/2018,"2,713.25","2,714.00","2,621.25","2,691.10"
12/04/2018,"2,789.75","2,790.50","2,696.00","2,701.70"
12/03/2018,"2,793.50","2,814.00","2,773.50","2,790.70"
11/30/2018,"2,742.00","2,764.75","2,729.00","2,758.30"
11/29/2018,"2,738.00","2,754.50","2,723.25","2,744.20"
11/28/2018,"2,686.25","2,745.00","2,681.00","2,741.50"
11/27/2018,"2,661.00","2,686.75","2,655.25","2,683.50"
11/26/2018,"2,633.50","2,676.25","2,631.50","2,669.90"
11/23/2018,"2,635.50","2,647.50","2,626.00","2,629.50"
11/21/2018,"2,639.75","2,671.25","2,632.25","2,649.00"
11/20/2018,"2,696.25","2,696.75","2,631.75","2,639.90"
11/19/2018,"2,733.00","2,748.00","2,681.50","2,696.30"
11/16/2018,"2,731.75","2,748.75","2,708.75","2,742.90"
11/15/2018,"2,702.00","2,736.75","2,671.25","2,734.50"
11/14/2018,"2,731.25","2,748.25","2,686.25","2,698.60"
11/13/2018,"2,732.00","2,755.75","2,714.50","2,727.60"
11/12/2018,"2,778.75","2,795.25","2,722.25","2,727.80"
11/09/2018,"2,804.00","2,811.25","2,764.50","2,778.90"
11/08/2018,"2,815.75","2,818.00","2,795.00","2,808.70"
11/07/2018,"2,756.75","2,817.75","2,744.75","2,816.40"
11/06/2018,"2,739.00","2,761.00","2,729.75","2,759.00"
11/05/2018,"2,722.50","2,743.75","2,712.75","2,739.60"
11/02/2018,"2,724.00","2,766.25","2,699.50","2,724.30"
11/01/2018,"2,706.00","2,741.25","2,705.50","2,738.10"
10/31/2018,"2,690.75","2,737.25","2,682.00","2,711.10"
10/30/2018,"2,639.00","2,690.25","2,633.25","2,685.30"
10/29/2018,"2,667.00","2,707.00","2,603.00","2,643.60"
10/26/2018,"2,678.00","2,692.75","2,627.25","2,669.60"
10/25/2018,"2,673.75","2,723.75","2,658.75","2,688.20"
10/24/2018,"2,745.25","2,750.00","2,652.25","2,664.30"
10/23/2018,"2,755.75","2,757.50","2,692.25","2,746.20"
10/22/2018,"2,758.00","2,782.00","2,749.75","2,756.50"
10/19/2018,"2,774.75","2,800.50","2,762.25","2,767.50"
10/18/2018,"2,813.25","2,814.75","2,756.50","2,772.20"
10/17/2018,"2,816.25","2,824.25","2,783.25","2,816.20"
10/16/2018,"2,747.50","2,819.00","2,745.50","2,817.80"
10/15/2018,"2,770.00","2,778.75","2,745.25","2,749.10"
10/12/2018,"2,748.50","2,785.00","2,732.25","2,768.40"
10/11/2018,"2,776.50","2,798.75","2,712.25","2,745.40"
10/10/2018,"2,886.75","2,891.25","2,771.50","2,781.10"
10/09/2018,"2,892.25","2,900.00","2,874.50","2,888.20"
10/08/2018,"2,897.50","2,898.25","2,866.00","2,893.70"
10/05/2018,"2,910.00","2,915.50","2,873.25","2,894.10"
10/04/2018,"2,926.00","2,926.25","2,887.75","2,907.70"
10/03/2018,"2,929.00","2,944.75","2,924.75","2,931.60"
