Date,Open,High,Low,Close
12/31/2013,"1,835.50","1,846.50","1,834.25","1,841.10"
12/30/2013,"1,836.00","1,838.50","1,833.50","1,834.70"
12/27/2013,"1,836.50","1,840.00","1,833.25","1,836.50"
12/26/2013,"1,830.00","1,837.75","1,829.75","1,836.40"
12/24/2013,"1,822.75","1,829.50","1,820.50","1,829.10"
12/23/2013,"1,817.00","1,824.50","1,816.75","1,822.80"
12/20/2013,"1,802.50","1,818.00","1,802.50","1,814.50"
12/19/2013,"1,804.00","1,806.75","1,795.00","1,802.10"
12/18/2013,"1,772.00","1,806.75","1,760.75","1,804.70"
12/17/2013,"1,778.25","1,782.50","1,770.25","1,773.00"
12/16/2013,"1,768.50","1,786.25","1,754.00","1,780.30"
12/13/2013,"1,767.00","1,776.75","1,765.50","1,768.50"
12/12/2013,"1,774.25","1,777.75","1,765.50","1,768.60"
12/11/2013,"1,804.25","1,808.00","1,779.25","1,780.80"
12/10/2013,"1,809.25","1,811.50","1,801.00","1,803.10"
12/09/2013,"1,806.50","1,811.50","1,804.75","1,809.00"
12/06/2013,"1,784.50","1,806.00","1,784.25","1,805.00"
12/05/2013,"1,792.50","1,794.25","1,782.00","1,784.00"
12/04/2013,"1,792.00","1,799.50","1,777.75","1,791.80"
12/03/2013,"1,800.25","1,801.75","1,786.25","1,791.40"
12/02/2013,"1,806.25","1,809.00","1,797.00","1,799.70"
11/29/2013,"1,808.50","1,812.50","1,802.75","1,804.10"
11/27/2013,"1,802.00","1,807.50","1,801.25","1,804.30"
11/26/2013,"1,801.25","1,807.00","1,798.75","1,802.00"
11/25/2013,"1,802.00","1,809.25","1,798.50","1,802.40"
11/22/2013,"1,793.25","1,803.25","1,792.00","1,801.20"
11/21/2013,"1,779.50","1,795.50","1,775.75","1,793.70"
11/20/2013,"1,785.50","1,794.25","1,774.50","1,779.70"
11/19/2013,"1,789.50","1,793.75","1,782.00","1,785.20"
11/18/2013,"1,793.50","1,799.75","1,784.75","1,788.70"
11/15/2013,"1,787.75","1,796.00","1,786.50","1,793.50"
11/14/2013,"1,779.75","1,789.00","1,777.25","1,787.70"
11/13/2013,"1,764.75","1,782.25","1,754.25","1,778.70"
11/12/2013,"1,767.75","1,769.75","1,758.50","1,765.10"
11/11/2013,"1,767.00","1,770.25","1,762.75","1,767.60"
11/08/2013,"1,744.75","1,768.00","1,736.50","1,766.10"
11/07/2013,"1,763.75","1,774.50","1,742.25","1,745.20"
11/06/2013,"1,757.25","1,770.00","1,755.75","1,765.60"
11/05/2013,"1,762.75","1,764.00","1,750.50","1,756.50"
11/04/2013,"1,754.00","1,764.00","1,753.25","1,763.00"
11/01/2013,"1,755.50","1,761.25","1,747.00","1,754.70"
10/31/2013,"1,757.75","1,764.00","1,750.25","1,751.00"
10/30/2013,"1,768.25","1,773.25","1,751.75","1,760.60"
10/29/2013,"1,768.50","1,768.75","1,754.50","1,767.50"
10/28/2013,"1,753.75","1,762.25","1,751.50","1,758.90"
10/25/2013,"1,748.00","1,755.75","1,742.75","1,753.90"
10/24/2013,"1,742.75","1,751.75","1,740.00","1,748.50"
10/23/2013,"1,749.50","1,749.50","1,734.50","1,741.80"
10/22/2013,"1,737.75","1,754.50","1,736.00","1,749.40"
10/21/2013,"1,738.00","1,742.50","1,734.75","1,738.20"
10/18/2013,"1,727.50","1,740.25","1,727.00","1,736.50"
10/17/2013,"1,712.00","1,728.75","1,706.25","1,727.80"
10/16/2013,"1,694.25","1,717.00","1,691.25","1,713.20"
10/15/2013,"1,706.25","1,709.75","1,689.50","1,692.00"
10/14/2013,"1,684.00","1,706.75","1,680.75","1,704.30"
10/11/2013,"1,683.00","1,700.25","1,673.00","1,699.00"
10/10/2013,"1,648.50","1,687.75","1,648.00","1,685.00"
10/09/2013,"1,648.00","1,658.25","1,640.00","1,648.80"
10/08/2013,"1,667.00","1,671.50","1,646.00","1,650.40"
10/07/2013,"1,676.75","1,679.50","1,666.50","1,667.70"
10/04/2013,"1,668.00","1,686.00","1,667.50","1,684.80"
10/03/2013,"1,683.00","1,684.75","1,663.25","1,669.70"
10/02/2013,"1,691.50","1,691.75","1,673.25","1,683.10"
10/01/2013,"1,678.50","1,692.25","1,675.25","1,689.40"
09/30/2013,"1,675.00","1,681.00","1,666.75","1,674.30"
09/27/2013,"1,694.50","1,695.50","1,680.00","1,686.40"
09/26/2013,"1,686.50","1,697.50","1,685.75","1,692.50"
09/25/2013,"1,692.25","1,695.00","1,684.50","1,685.80"
09/24/2013,"1,693.25","1,701.00","1,687.50","1,692.50"
09/23/2013,"1,706.50","1,707.50","1,689.50","1,692.70"
09/20/2013,"1,717.25","1,719.50","1,701.25","1,702.40"
09/19/2013,"1,718.50","1,726.75","1,713.25","1,717.40"
09/18/2013,"1,699.25","1,723.25","1,693.25","1,717.80"
09/17/2013,"1,689.00","1,699.75","1,687.75","1,698.30"
09/16/2013,"1,693.00","1,703.75","1,688.00","1,691.20"
09/13/2013,"1,678.25","1,683.75","1,674.00","1,682.00"
09/12/2013,"1,683.25","1,683.25","1,674.75","1,678.30"
09/11/2013,"1,682.25","1,690.50","1,677.75","1,688.80"
09/10/2013,"1,671.00","1,683.25","1,669.00","1,682.40"
09/09/2013,"1,652.00","1,671.75","1,652.00","1,669.10"
09/06/2013,"1,652.00","1,664.00","1,638.75","1,653.50"
09/05/2013,"1,654.75","1,658.25","1,650.50","1,653.00"
09/04/2013,"1,638.00","1,655.25","1,635.00","1,653.40"
09/03/2013,"1,647.50","1,650.00","1,630.75","1,639.10"
08/30/2013,"1,639.00","1,645.00","1,625.50","1,631.30"
08/29/2013,"1,630.50","1,644.75","1,627.75","1,636.70"
08/28/2013,"1,628.25","1,639.25","1,624.75","1,632.20"
08/27/2013,"1,654.50","1,655.50","1,626.25","1,628.20"
08/26/2013,"1,660.75","1,667.50","1,653.25","1,654.20"
08/23/2013,"1,655.50","1,662.75","1,650.50","1,661.40"
08/22/2013,"1,635.00","1,657.75","1,631.50","1,654.80"
08/21/2013,"1,651.00","1,654.75","1,634.00","1,636.50"
08/20/2013,"1,644.25","1,656.75","1,641.00","1,650.60"
08/19/2013,"1,651.00","1,657.00","1,642.25","1,644.90"
08/16/2013,"1,654.75","1,662.00","1,649.50","1,651.10"
08/15/2013,"1,680.50","1,682.00","1,654.25","1,655.70"
08/14/2013,"1,691.50","1,693.25","1,681.00","1,682.00"
08/13/2013,"1,688.00","1,694.50","1,679.25","1,690.80"
08/12/2013,"1,685.00","1,688.50","1,675.25","1,687.10"
08/09/2013,"1,694.00","1,696.25","1,682.50","1,686.20"
08/08/2013,"1,688.75","1,697.00","1,684.50","1,693.70"
08/07/2013,"1,692.75","1,693.50","1,680.50","1,688.20"
08/06/2013,"1,701.25","1,703.50","1,688.75","1,693.90"
08/05/2013,"1,702.75","1,705.00","1,698.75","1,702.50"
08/02/2013,"1,702.25","1,705.00","1,695.75","1,704.00"
08/01/2013,"1,685.50","1,703.75","1,684.50","1,700.20"
07/31/2013,"1,684.00","1,694.00","1,680.25","1,680.50"
07/30/2013,"1,682.25","1,688.50","1,677.25","1,684.70"
07/29/2013,"1,686.50","1,688.00","1,676.50","1,682.50"
07/26/2013,"1,685.75","1,689.00","1,670.50","1,686.60"
07/25/2013,"1,684.00","1,686.50","1,671.75","1,684.00"
07/24/2013,"1,689.50","1,695.25","1,677.25","1,683.80"
07/23/2013,"1,690.50","1,695.50","1,686.00","1,688.30"
07/22/2013,"1,690.00","1,694.25","1,685.50","1,690.30"
